City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,bilibino,68.0546,166.4372,-9.53,82,99,2.02,RU,1743560437
1,kurduvadi,18.0833,75.4333,28.69,39,63,6.13,IN,1743560438
2,portland,45.5234,-122.6762,11.56,79,100,1.54,US,1743560015
3,blackmans bay,-43.0167,147.3167,17.07,58,13,0.45,AU,1743560441
4,mwaro,-3.5,29.6667,12.95,92,100,0.64,BI,1743560442
5,georgetown,5.4112,100.3354,29.97,70,20,1.54,MY,1743560115
6,pemangkat,1.1667,108.9667,27.78,79,78,1.46,ID,1743560232
7,pagar alam,-4.0167,103.2667,24.87,75,100,0.78,ID,1743560445
8,nadym,65.5333,72.5167,-6.71,95,100,2.08,RU,1743560446
9,samora correia,38.9371,-8.8718,14.69,97,59,3.27,PT,1743560447
10,isafjordur,66.0755,-23.124,-1.53,79,100,2.12,IS,1743560448
11,waitangi,-43.9535,-176.5597,15.46,77,23,3.13,NZ,1743560450
12,broken hill,-31.95,141.4333,25.35,28,0,3.97,AU,1743560451
13,lompoc,34.6391,-120.4579,12.79,76,75,6.17,US,1743560452
14,argo,37.6333,22.7333,12.99,86,44,1.87,GR,1743560453
15,mangrol,21.1167,70.1167,25.89,44,0,4.4,IN,1743560454
16,edinburgh of the seven seas,-37.0676,-12.3116,18.64,90,100,10.67,SH,1743560455
17,borogontsy,62.6683,131.1683,-1.77,91,100,1.88,RU,1743560456
18,carnarvon,-24.8667,113.6333,27.69,68,5,5.09,AU,1743560458
19,iskateley,67.6803,53.1512,-16.41,99,69,1.92,RU,1743560459
20,hamilton,39.1834,-84.5333,10.56,64,0,3.6,US,1743559948
21,cidreira,-30.1811,-50.2056,22.86,86,99,7.66,BR,1743560167
22,dudinka,69.4058,86.1778,-19.69,99,93,2.65,RU,1743560462
23,adamstown,-25.066,-130.1015,25.05,79,7,4.88,PN,1743560463
24,port lincoln,-34.7333,135.8667,20.69,59,52,6.61,AU,1743560464
25,thompson,55.7435,-97.8558,-3.91,30,100,1.03,CA,1743560451
26,jamestown,42.097,-79.2353,0.57,65,0,3.09,US,1743560234
27,bousso,10.4795,16.7117,27.9,14,77,3.61,TD,1743560469
28,coquimbo,-29.9533,-71.3436,13.85,94,0,1.03,CL,1743560128
29,gainsborough,53.3833,-0.7667,4.37,91,0,3.44,GB,1743560471
30,port-aux-francais,-49.35,70.2167,7.65,97,95,7.82,TF,1743560472
31,praia da vitoria,38.7333,-27.0667,11.14,62,40,12.68,PT,1743560473
32,ust-nera,64.5667,143.2,-8.81,81,100,2.51,RU,1743560474
33,margaret river,-33.95,115.0667,19.75,46,100,5.45,AU,1743560475
34,al mutayrifi,25.4788,49.5576,22.19,25,57,2.82,SA,1743560476
35,veraval,20.9,70.3667,26.03,39,0,2.84,IN,1743560477
36,fortuna,40.5982,-124.1573,10.19,91,75,5.66,US,1743560479
37,vilyuchinsk,52.9306,158.4028,2.15,82,54,3.57,RU,1743560421
38,pangody,65.85,74.4859,-10.21,97,99,2.02,RU,1743560481
39,zakamensk,50.3741,103.2863,7.81,23,9,2.05,RU,1743560482
40,college,64.8569,-147.8028,2.26,79,75,4.12,US,1743560483
41,san pedro pochutla,15.7333,-96.4667,26.51,64,8,2.72,MX,1743560485
42,tazovsky,67.4667,78.7,-19.77,99,94,2.85,RU,1743560486
43,port elizabeth,-33.918,25.5701,17.16,96,75,5.66,ZA,1743560487
44,polyarnyy,69.1989,33.4478,0.09,97,100,9.49,RU,1743560488
45,bethel,41.3712,-73.414,5.31,43,0,2.24,US,1743560489
46,crane,31.3974,-102.3501,26.28,14,53,3.92,US,1743560490
47,vorgashor,67.5833,63.95,-17.27,100,100,2.92,RU,1743560491
48,wailua homesteads,22.0669,-159.378,26.44,84,100,7.2,US,1743560492
49,fortaleza,-3.7227,-38.5247,28.07,83,40,4.12,BR,1743560493
50,pacific grove,36.6177,-121.9166,11.48,87,44,3.58,US,1743560438
51,iqaluit,63.7506,-68.5145,-26.15,70,0,1.54,CA,1743560496
52,andergrove,-21.0833,149.1833,26.8,88,100,5.27,AU,1743560497
53,qaqortoq,60.7167,-46.0333,-15.05,81,33,4.43,GL,1743560498
54,arraial do cabo,-22.9661,-42.0278,26.16,88,5,7.19,BR,1743560499
55,papatowai,-46.5619,169.4708,15.17,80,95,7.86,NZ,1743560500
56,malpica,43.3228,-8.8105,12.35,100,99,2.67,ES,1743560501
57,constantia,44.1833,28.65,10.39,88,100,3.62,RO,1743560502
58,albany,42.6001,-73.9662,2.23,48,1,2.68,US,1743560241
59,dryden,49.7833,-92.7503,0.16,27,75,4.63,CA,1743560505
60,nemuro,43.3236,145.575,1.52,79,100,4.6,JP,1743560506
61,urangan,-25.3,152.9,23.66,91,100,2.14,AU,1743560507
62,aasiaat,68.7098,-52.8699,-19.01,97,100,1.67,GL,1743560508
63,nizhniy kuranakh,58.8353,125.4869,1.95,86,100,4.67,RU,1743560509
64,yeniseysk,58.4497,92.1703,-5.07,69,51,5.27,RU,1743560511
65,nar'yan-mar,67.6713,53.087,-16.29,99,69,1.97,RU,1743560513
66,ascension,30.2169,-90.9001,25.0,90,100,3.6,US,1743560514
67,santiago de cao,-7.9589,-79.2392,19.07,88,75,4.12,PE,1743560515
68,kirensk,57.7853,108.1119,3.34,88,100,4.28,RU,1743560516
69,olonkinbyen,70.9221,-8.7187,-5.09,76,98,3.61,SJ,1743560517
70,kodiak,57.79,-152.4072,15.73,27,0,7.72,US,1743560518
71,pinckneyville,38.0803,-89.382,15.19,63,97,6.55,US,1743560519
72,balkanabat,39.5108,54.3671,18.93,46,95,2.37,TM,1743560520
73,tiksi,71.6872,128.8694,-13.15,92,100,2.2,RU,1743560522
74,lepsy,46.235,78.9456,4.65,69,7,3.79,KZ,1743560523
75,gulf shores,30.246,-87.7008,22.32,87,100,4.63,US,1743560263
76,shache,38.4167,77.2406,11.61,20,0,1.05,CN,1743560526
77,anadyr,64.75,177.4833,-11.72,84,0,7.0,RU,1743560527
78,uruguaiana,-29.7547,-57.0883,19.96,83,40,4.63,BR,1743560529
79,ferkessedougou,9.6,-5.2,26.97,47,21,2.61,CI,1743560531
80,ilebo,-4.3167,20.5833,21.49,98,100,0.61,CD,1743560532
81,chibougamau,49.9168,-74.3659,-14.21,61,0,4.12,CA,1743560239
82,lysyye gory,51.5506,44.8414,11.59,84,100,2.84,RU,1743560534
83,grytviken,-54.2811,-36.5092,-1.32,79,16,5.85,GS,1743560535
84,puerto natales,-51.7236,-72.4875,3.77,95,79,2.75,CL,1743560448
85,st albans,51.75,-0.3333,6.63,83,0,3.6,GB,1743560537
86,punta arenas,-53.15,-70.9167,6.06,65,75,5.66,CL,1743560448
87,ocean city,39.2776,-74.5746,7.77,76,0,3.35,US,1743560539
88,essaouira,31.5125,-9.77,16.72,94,40,3.6,MA,1743560540
89,talnakh,69.4865,88.3972,-15.88,96,100,2.38,RU,1743560445
90,west island,-12.1568,96.8225,27.99,83,75,6.69,CC,1743560543
91,penzance,50.1186,-5.5371,9.86,81,0,11.84,GB,1743560544
92,machali,-34.1833,-70.6667,15.84,41,3,0.76,CL,1743560545
93,puerto ayora,-0.7393,-90.3518,24.75,100,86,1.12,EC,1743560546
94,kegen,43.0197,79.2203,-0.28,61,96,1.52,KZ,1743560547
95,mohr,54.3528,9.7167,4.98,85,1,3.6,DE,1743560548
96,holualoa,19.6228,-155.9522,23.79,85,95,1.34,US,1743560549
97,arno,60.1167,18.6333,2.15,80,59,2.84,SE,1743560551
98,at taj,24.2049,23.2857,15.0,28,0,1.91,LY,1743560552
99,haiku-pauwela,20.9219,-156.3051,27.25,66,40,11.62,US,1743560553
100,minas de marcona,-15.2119,-75.1103,16.52,83,100,4.63,PE,1743560554
101,sinop,41.7711,34.8709,10.91,71,100,2.42,TR,1743560555
102,sitka,57.0531,-135.33,9.94,53,0,6.69,US,1743560491
103,marsabit,2.3284,37.9899,20.15,72,100,5.17,KE,1743560557
104,hadibu,12.65,54.0333,24.09,77,1,1.93,YE,1743560559
105,blythe,33.6103,-114.5964,22.25,8,0,6.69,US,1743560560
106,lata,40.1629,-8.3327,10.57,95,22,1.48,PT,1743560562
107,jining,35.405,116.5814,15.11,23,0,6.11,CN,1743560563
108,utrik,11.2278,169.8474,26.2,74,100,10.63,MH,1743560564
109,morondava,-20.2833,44.2833,25.14,74,0,1.85,MG,1743560565
110,stanley,54.868,-1.6985,2.01,90,13,1.03,GB,1743560567
111,cafayate,-26.073,-65.9761,14.02,81,100,1.66,AR,1743560568
112,timimoun,29.2639,0.231,21.21,14,0,3.6,DZ,1743560470
113,san clemente del tuyu,-36.3569,-56.7235,18.22,74,100,6.57,AR,1743560340
114,whitehorse,60.7161,-135.0538,4.5,51,100,3.09,CA,1743560571
115,khanty-mansiysk,61.0042,69.0019,-1.94,86,75,5.0,RU,1743560572
116,badger,64.8,-147.5333,2.21,85,100,4.12,US,1743560573
117,tamanrasset,22.785,5.5228,8.95,10,0,1.03,DZ,1743560574
118,bredasdorp,-34.5322,20.0403,15.69,79,52,2.42,ZA,1743560576
119,errachidia,31.9275,-4.4285,17.03,34,0,1.54,MA,1743560577
120,bonthe,7.5264,-12.505,25.7,87,53,2.71,SL,1743560578
121,lihue,21.9789,-159.3672,26.77,65,100,7.2,US,1743560580
122,itapecuru mirim,-3.3925,-44.3586,23.15,98,86,1.52,BR,1743560581
123,hilo,19.7297,-155.09,26.85,69,0,8.75,US,1743560440
124,labrador city,52.9463,-66.9114,-12.05,79,100,6.17,CA,1743560584
125,bafia,4.75,11.2333,22.12,95,94,0.87,CM,1743560585
126,sainte-suzanne,-20.9061,55.6089,26.1,73,75,5.14,RE,1743560586
127,kapuskasing,49.4169,-82.4331,-5.0,50,20,3.09,CA,1743560582
128,micheweni,-4.9667,39.8333,27.05,80,29,2.46,TZ,1743560588
129,vila velha,-20.3297,-40.2925,24.97,100,20,1.03,BR,1743560589
130,valdivia,-39.8142,-73.2459,8.05,99,63,1.07,CL,1743560405
131,hawaiian paradise park,19.5933,-154.9731,26.73,65,0,8.75,US,1743560592
132,kashgar,39.4547,75.9797,9.56,37,0,2.0,CN,1743560593
133,victoria falls,-17.9235,25.843,18.53,81,48,0.43,ZW,1743560595
134,mount gambier,-37.8333,140.7667,23.62,30,100,3.2,AU,1743560596
135,klamath falls,42.2249,-121.7817,4.47,75,20,5.14,US,1743560597
136,lorengau,-2.0226,147.2712,28.69,74,59,1.82,PG,1743560598
137,howrah,22.5892,88.3103,28.0,78,6,3.6,IN,1743560599
138,pierre,44.3683,-100.351,4.51,93,100,5.81,US,1743560600
139,tolanaro,-25.0319,46.9987,23.64,91,1,4.62,MG,1743560601
140,dunedin,-45.8742,170.5036,13.4,90,94,8.3,NZ,1743560603
141,rouissat,31.9243,5.3502,18.04,22,0,5.14,DZ,1743560605
142,port mathurin,-19.6833,63.4167,26.51,74,10,6.72,MU,1743560606
143,ola,59.5833,151.2833,-5.01,87,97,3.36,RU,1743560607
144,nagqu,31.5,92.0,-1.4,12,2,2.18,CN,1743560609
145,east london,-33.0153,27.9116,18.43,79,14,5.43,ZA,1743560610
146,siwa oasis,29.2041,25.5195,17.63,34,0,3.97,EG,1743560612
147,levuka,50.1834,-105.4011,-0.16,88,100,2.39,CA,1743560613
148,tshabong,-26.05,22.45,20.9,76,97,3.11,BW,1743560614
149,stiens,53.2623,5.7577,6.1,66,0,3.6,NL,1743560615
150,farasan,16.7022,42.1183,27.23,80,5,5.36,SA,1743560616
151,arkhangel'sk,64.5401,40.5433,0.06,100,100,3.0,RU,1743560617
152,ust-tsilma,65.441,52.1498,-3.52,95,100,2.27,RU,1743560618
153,margate,51.3813,1.3862,8.72,75,0,0.89,GB,1743560619
154,imbituba,-28.24,-48.6703,25.69,88,40,0.5,BR,1743560620
155,san agustin de valle fertil,-30.6335,-67.4682,12.45,57,0,1.92,AR,1743560621
156,san rafael del sur,11.8485,-86.4384,29.1,53,98,4.2,NI,1743560623
157,avarua,-21.2078,-159.775,31.03,74,75,1.03,CK,1743560624
158,khash,28.2211,61.2158,16.42,18,11,0.55,IR,1743560625
159,ilulissat,69.2167,-51.1,-11.99,67,100,1.54,GL,1743560626
160,jimma,7.6667,36.8333,16.75,77,71,0.39,ET,1743560627
161,odda,60.0691,6.5457,3.76,81,100,2.01,NO,1743560629
162,puerto vilelas,-27.5141,-58.9391,19.04,93,100,2.06,AR,1743560630
163,taksimo,56.3444,114.8794,-0.88,80,66,1.18,RU,1743560631
164,znamenskoye,57.1281,73.8282,-2.4,90,68,1.47,RU,1743560632
165,new norfolk,-42.7826,147.0587,17.73,55,43,0.75,AU,1743560633
166,yanam,16.7333,82.2167,27.7,71,87,1.1,IN,1743560634
167,la romana,18.4273,-68.9728,24.2,94,40,0.0,DO,1743560635
168,turpan,42.9333,89.1667,16.71,20,20,2.51,CN,1743560636
169,petropavlovsk-kamchatsky,53.0452,158.6483,1.33,55,75,5.0,RU,1743560637
170,yellowknife,62.456,-114.3525,-9.71,98,100,5.14,CA,1743560638
171,scheveningen,52.1046,4.2756,8.31,70,0,3.13,NL,1743560640
172,reggane,26.7158,0.1714,23.85,16,1,4.21,DZ,1743560641
173,vadso,70.0744,29.7487,0.09,100,40,1.54,NO,1743560642
174,fale old settlement,-9.3852,-171.2468,28.28,76,55,4.12,TK,1743560643
175,lerwick,60.1545,-1.1494,7.78,76,99,9.5,GB,1743560644
176,klaksvik,62.2266,-6.589,8.95,81,99,10.18,FO,1743560645
177,luxor,25.6989,32.6421,19.98,24,0,3.31,EG,1743560646
178,hasaki,35.7333,140.8333,14.01,82,100,10.32,JP,1743560647
179,aykhal,66.0,111.5,-10.65,92,100,5.28,RU,1743560648
180,preobrazheniye,42.9019,133.9064,6.96,56,48,3.56,RU,1743560649
181,olovyannaya,50.95,115.5667,5.77,45,7,3.77,RU,1743560651
182,piti village,13.4626,144.6933,31.49,67,20,5.66,GU,1743560652
183,san carlos,9.6612,-68.5827,28.99,57,82,1.95,VE,1743560653
184,kollo,13.3043,2.339,27.24,7,75,3.3,NE,1743560654
185,zhangatas,43.5667,69.75,7.29,59,0,3.2,KZ,1743560655
186,ribeira grande,38.5167,-28.7,11.54,73,100,4.02,PT,1743560656
187,san luis de la loma,17.2706,-100.8939,23.93,74,69,2.8,MX,1743560657
188,vilhena,-12.7406,-60.1458,20.8,100,89,1.25,BR,1743560658
189,tokar,18.4254,37.729,26.04,84,72,3.45,SD,1743560659
190,bundaberg,-24.85,152.35,24.08,96,100,2.3,AU,1743560660
191,saipan,15.1355,145.701,30.39,62,40,6.69,MP,1743560662
192,am timan,11.0297,20.2827,29.36,25,55,2.85,TD,1743560663
193,lebu,-37.6167,-73.65,10.17,92,29,2.79,CL,1743560664
194,longyearbyen,78.2186,15.6401,-7.09,79,75,1.54,SJ,1743560453
195,namibe,-15.1961,12.1522,23.65,88,100,2.69,AO,1743560666
196,tura,25.5198,90.2201,27.04,61,8,2.46,IN,1743560667
197,invercargill,-46.4,168.35,18.9,72,100,3.58,NZ,1743560668
198,paita,-5.0892,-81.1144,25.32,71,100,8.24,PE,1743560670
199,irymple,-34.25,142.1667,27.27,30,0,3.58,AU,1743560671
200,cadale,2.7603,46.3222,27.79,70,90,2.94,SO,1743560673
201,magadan,59.5667,150.8,-5.11,87,100,3.03,RU,1743560674
202,udachny,66.4167,112.4,-9.74,91,100,6.63,RU,1743560675
203,la'ie,21.6477,-157.9253,29.41,61,58,5.23,US,1743560676
204,rotonda west,26.8837,-82.2901,24.47,96,0,0.0,US,1743560677
205,san jeronimo,-11.9472,-75.2829,10.44,86,100,1.16,PE,1743560678
206,al jahra',29.3375,47.6581,25.63,26,98,2.64,KW,1743560679
207,baruun-urt,46.6806,113.2792,4.13,37,2,6.6,MN,1743560680
208,jalqani,12.4486,34.2186,31.62,29,95,2.06,SD,1743560681
209,sao felix do xingu,-6.6447,-51.995,22.09,95,8,0.56,BR,1743560682
210,touros,-5.1989,-35.4608,26.36,84,100,3.66,BR,1743560684
211,ushuaia,-54.8,-68.3,1.81,80,100,4.63,AR,1743560685
212,warrnambool,-38.3833,142.4833,21.52,52,9,2.57,AU,1743560686
213,didymoteicho,41.3481,26.4961,9.89,95,100,3.84,GR,1743560687
214,codrington,-38.2667,141.9667,22.24,36,45,3.63,AU,1743560688
215,vuktyl,63.8567,57.3094,1.31,99,100,2.97,RU,1743560689
216,enewetak,11.3474,162.3373,26.87,79,98,10.16,MH,1743560690
217,awjilah,29.1081,21.2869,12.97,64,0,0.88,LY,1743560691
218,dursunbey,39.586,28.6257,7.95,91,100,1.74,TR,1743560692
219,kurgan,55.45,65.3333,4.82,79,100,2.11,RU,1743560693
220,westport,41.1415,-73.3579,6.87,41,0,5.66,US,1743560407
221,sejny,54.108,23.347,5.15,82,41,4.82,PL,1743560696
222,isangel,-19.55,169.2667,31.06,66,40,6.17,VU,1743560568
223,gizo,-8.103,156.8419,29.71,71,64,1.95,SB,1743560698
224,kaa-khem,51.6833,94.7333,-2.1,80,100,0.87,RU,1743560699
225,gambiran satu,-8.3939,114.1464,28.17,77,76,1.88,ID,1743560700
226,bunbury,-33.3333,115.6333,23.35,48,92,7.66,AU,1743560701
227,hami,42.8,93.45,10.6,24,100,3.07,CN,1743560702
228,afaahiti,-17.75,-149.2833,26.75,76,28,5.62,PF,1743560703
229,manokwari,-0.8667,134.0833,27.53,80,100,4.75,ID,1743560705
230,labuan,5.2767,115.2417,30.2,70,20,1.03,MY,1743560706
231,kitimat,54.0524,-128.6534,10.51,58,79,1.07,CA,1743560707
232,ivdel',60.6911,60.4206,1.82,98,100,1.85,RU,1743560708
233,fort st. john,56.2499,-120.8529,-0.06,37,40,0.0,CA,1743560578
234,kingston,17.997,-76.7936,26.53,69,20,1.54,JM,1743560573
235,san patricio,28.017,-97.5169,23.97,91,13,7.96,US,1743560711
236,yelizovo,53.1873,158.3805,2.08,55,75,5.0,RU,1743560712
237,iquique,-20.2208,-70.1431,20.5,77,15,0.31,CL,1743560713
238,vysokiy,58.35,60.05,2.97,98,100,1.91,RU,1743560714
239,cannonvale,-20.2833,148.7,25.66,89,99,5.86,AU,1743560715
240,ostersund,63.1792,14.6357,7.25,81,75,3.6,SE,1743560488
241,pushkino,56.0172,37.8667,6.16,87,100,4.04,RU,1743560718
242,lautoka,-17.6167,177.4667,22.92,100,100,0.51,FJ,1743560719
243,sarangani,5.4033,125.4636,27.93,80,99,9.48,PH,1743560720
244,sirte,31.2089,16.5887,15.01,61,53,3.28,LY,1743560721
245,skovorodino,53.9833,123.9167,1.77,81,60,2.13,RU,1743560722
246,malakal,9.5334,31.6605,31.28,37,98,2.24,SS,1743560723
247,mejit,10.2753,170.8646,26.57,75,100,10.24,MH,1743560724
248,grand falls-windsor,48.9332,-55.6649,3.61,87,100,2.68,CA,1743560703
249,alesund,62.4723,6.1549,8.08,81,100,2.06,NO,1743560726
250,sofifi,0.7349,127.576,29.01,70,90,1.76,ID,1743560727
251,gariaband,20.635,82.0614,27.5,50,38,1.4,IN,1743560729
252,beira,-19.8436,34.8389,24.05,83,40,1.54,MZ,1743560730
253,flin flon,54.7682,-101.865,-4.36,95,100,4.7,CA,1743560731
254,cururupu,-1.8283,-44.8683,22.77,100,100,0.6,BR,1743560732
255,bemidji,47.4736,-94.8803,0.66,89,100,4.63,US,1743560734
256,muang phonsavan,19.45,103.2167,21.27,54,58,1.7,LA,1743560735
257,palmer,42.1584,-72.3287,3.62,56,0,2.8,US,1743560736
258,natal,-5.795,-35.2094,26.12,89,20,1.54,BR,1743560737
259,bouar,5.934,15.596,20.85,64,82,1.35,CF,1743560739
260,sinabang,2.4803,96.3801,27.52,79,100,1.0,ID,1743560740
261,ponta delgada,37.7333,-25.6667,10.4,66,20,6.17,PT,1743560741
262,juegang,32.3174,121.1855,15.81,47,1,5.14,CN,1743560742
263,akureyri,65.6835,-18.0878,2.96,70,100,1.54,IS,1743560743
264,geraldton,-28.7667,114.6,33.23,21,20,8.75,AU,1743560745
265,la passe,45.5549,-0.8967,7.85,67,5,9.42,FR,1743560746
266,saguenay,48.4168,-71.0657,-7.54,45,0,8.23,CA,1743560655
267,darovskoy,58.77,47.9564,4.42,98,100,1.67,RU,1743560748
268,kadugli,11.0167,29.7167,28.81,40,79,0.58,SD,1743560750
269,usogorsk,63.4106,48.6872,0.79,98,100,2.12,RU,1743560751
270,klyuchi,52.2667,79.1667,2.61,90,100,3.61,RU,1743560752
271,atafu village,-8.5421,-172.5159,28.66,74,5,4.5,TK,1743560753
272,galle,6.0367,80.217,26.0,85,98,3.63,LK,1743560754
273,gloucester,51.8657,-2.2431,6.94,80,0,0.45,GB,1743560755
274,rongelap,11.1635,166.8941,26.59,76,77,10.97,MH,1743560756
275,cooma,-36.2333,149.1333,19.24,42,0,1.43,AU,1743560757
276,protaras,35.0125,34.0583,17.77,92,0,1.79,CY,1743560758
277,vozhega,60.4725,40.2213,2.42,91,100,3.07,RU,1743560760
278,karkira,36.9292,6.5856,9.52,92,51,1.98,DZ,1743560761
279,chonchi,-42.6128,-73.8092,10.62,90,84,2.56,CL,1743560762
280,turabah,21.2141,41.6331,22.93,22,0,1.22,SA,1743560763
281,kavaratti,10.5669,72.642,28.04,73,22,3.92,IN,1743560764
282,livramento do brumado,-13.6431,-41.8406,24.07,70,100,1.71,BR,1743560765
283,assab,13.0092,42.7394,25.55,77,39,9.27,ER,1743560766
284,kavieng,-2.5744,150.7967,29.13,71,100,3.47,PG,1743560767
285,muroto-misakicho,33.2833,134.15,13.68,75,100,2.04,JP,1743560770
286,cockburn town,21.4612,-71.1419,25.75,79,0,10.02,TC,1743560771
287,kruisfontein,-34.0033,24.7314,14.12,79,46,2.96,ZA,1743560772
288,mogadishu,2.0371,45.3438,27.69,75,98,2.72,SO,1743560773
